"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","WATERABST","TOT","MLN_M3","A","2001",11598.69971,
"POL","WATERABST","TOT","MLN_M3","A","2002",11728.2002,
"POL","WATERABST","TOT","MLN_M3","A","2003",11547.72046,
"POL","WATERABST","TOT","MLN_M3","A","2004",11476.59033,
"POL","WATERABST","TOT","MLN_M3","A","2005",11521,
"POL","WATERABST","TOT","MLN_M3","A","2006",12407,"E"
"POL","WATERABST","TOT","MLN_M3","A","2007",12027,
"POL","WATERABST","TOT","MLN_M3","A","2008",11365,
"POL","WATERABST","TOT","MLN_M3","A","2009",11517,
"POL","WATERABST","TOT","MLN_M3","A","2010",11645,
"POL","WATERABST","TOT","MLN_M3","A","2011",11911,
"POL","WATERABST","TOT","MLN_M3","A","2012",11478,
"POL","WATERABST","TOT","MLN_M3","A","2013",11242,
"POL","WATERABST","TOT","MLN_M3","A","2014",11308.5,
"POL","WATERABST","TOT","MLN_M3","A","2015",11093.5,
"POL","WATERABST","TOT","MLN_M3","A","2016",11153,
"POL","WATERABST","TOT","M3CAP","A","1970",309.8829,
"POL","WATERABST","TOT","M3CAP","A","1975",374.265,
"POL","WATERABST","TOT","M3CAP","A","1980",425.7902,
"POL","WATERABST","TOT","M3CAP","A","1985",441.9355,
"POL","WATERABST","TOT","M3CAP","A","1989",424.3237,
"POL","WATERABST","TOT","M3CAP","A","1990",399.541,
"POL","WATERABST","TOT","M3CAP","A","1991",368.7896,
"POL","WATERABST","TOT","M3CAP","A","1992",350.6985,
"POL","WATERABST","TOT","M3CAP","A","1993",341.2268,
"POL","WATERABST","TOT","M3CAP","A","1994",335.8473,
"POL","WATERABST","TOT","M3CAP","A","1995",336.107,
"POL","WATERABST","TOT","M3CAP","A","1996",334.8336,
"POL","WATERABST","TOT","M3CAP","A","1997",332.1049,
"POL","WATERABST","TOT","M3CAP","A","1998",317.5835,
"POL","WATERABST","TOT","M3CAP","A","1999",317.5561,
"POL","WATERABST","TOT","M3CAP","A","2000",311.1192,
"POL","WATERABST","TOT","M3CAP","A","2001",301.0772,
"POL","WATERABST","TOT","M3CAP","A","2002",304.7515,
"POL","WATERABST","TOT","M3CAP","A","2003",300.4182,
"POL","WATERABST","TOT","M3CAP","A","2004",298.9001,
"POL","WATERABST","TOT","M3CAP","A","2005",300.318,
"POL","WATERABST","TOT","M3CAP","A","2006",323.5959,
"POL","WATERABST","TOT","M3CAP","A","2007",313.7785,
"POL","WATERABST","TOT","M3CAP","A","2008",296.5374,
"POL","WATERABST","TOT","M3CAP","A","2009",300.5098,
"POL","WATERABST","TOT","M3CAP","A","2010",303.8613,
"POL","WATERABST","TOT","M3CAP","A","2011",310.8222,
"POL","WATERABST","TOT","M3CAP","A","2012",299.5506,
"POL","WATERABST","TOT","M3CAP","A","2013",293.4524,
"POL","WATERABST","TOT","M3CAP","A","2014",295.3146,
"POL","WATERABST","TOT","M3CAP","A","2015",289.9107,
"POL","WATERABST","TOT","M3CAP","A","2016",291.7769,
"PRT","WATERABST","TOT","MLN_M3","A","1980",10500,
"PRT","WATERABST","TOT","MLN_M3","A","1985",2003,
"PRT","WATERABST","TOT","MLN_M3","A","1989",7288,"E"
"PRT","WATERABST","TOT","MLN_M3","A","1998",11090,
"PRT","WATERABST","TOT","MLN_M3","A","2007",9151,
"PRT","WATERABST","TOT","M3CAP","A","1980",1070.899,
"PRT","WATERABST","TOT","M3CAP","A","1985",200.5893,
"PRT","WATERABST","TOT","M3CAP","A","1989",732.5673,
"PRT","WATERABST","TOT","M3CAP","A","1998",1079.604,
"PRT","WATERABST","TOT","M3CAP","A","2007",860.8558,
"SVK","WATERABST","TOT","MLN_M3","A","1970",1484,
"SVK","WATERABST","TOT","MLN_M3","A","1975",1949,
"SVK","WATERABST","TOT","MLN_M3","A","1980",2232,
"SVK","WATERABST","TOT","MLN_M3","A","1985",2061,
"SVK","WATERABST","TOT","MLN_M3","A","1989",2096,
"SVK","WATERABST","TOT","MLN_M3","A","1990",2116,
"SVK","WATERABST","TOT","MLN_M3","A","1991",1732,
"SVK","WATERABST","TOT","MLN_M3","A","1992",1665,
"SVK","WATERABST","TOT","MLN_M3","A","1993",1584,
"SVK","WATERABST","TOT","MLN_M3","A","1994",1406,
"SVK","WATERABST","TOT","MLN_M3","A","1995",1386,
"SVK","WATERABST","TOT","MLN_M3","A","1996",1371,
"SVK","WATERABST","TOT","MLN_M3","A","1997",1310,
"SVK","WATERABST","TOT","MLN_M3","A","1998",1225,
"SVK","WATERABST","TOT","MLN_M3","A","1999",1162.59998,
"SVK","WATERABST","TOT","MLN_M3","A","2000",1171.45996,
"SVK","WATERABST","TOT","MLN_M3","A","2001",1138.51999,
"SVK","WATERABST","TOT","MLN_M3","A","2002",1094.38,
"SVK","WATERABST","TOT","MLN_M3","A","2003",1040.63,
"SVK","WATERABST","TOT","MLN_M3","A","2005",907,
"SVK","WATERABST","TOT","MLN_M3","A","2006",763,"E"
"SVK","WATERABST","TOT","MLN_M3","A","2007",688,
"SVK","WATERABST","TOT","MLN_M3","A","2008",664,"E"
"SVK","WATERABST","TOT","MLN_M3","A","2009",628,
"SVK","WATERABST","TOT","MLN_M3","A","2010",601,"E"
"SVK","WATERABST","TOT","MLN_M3","A","2011",593,"E"
"SVK","WATERABST","TOT","MLN_M3","A","2012",665,
"SVK","WATERABST","TOT","MLN_M3","A","2013",637,
"SVK","WATERABST","TOT","MLN_M3","A","2014",559.08,
"SVK","WATERABST","TOT","MLN_M3","A","2015",573.78998,
"SVK","WATERABST","TOT","MLN_M3","A","2016",554.7,
"SVK","WATERABST","TOT","M3CAP","A","1970",326.9557,
"SVK","WATERABST","TOT","M3CAP","A","1975",410.0965,
"SVK","WATERABST","TOT","M3CAP","A","1980",446.692,
"SVK","WATERABST","TOT","M3CAP","A","1985",398.8931,
"SVK","WATERABST","TOT","M3CAP","A","1989",397.9643,
"SVK","WATERABST","TOT","M3CAP","A","1990",400.1169,
"SVK","WATERABST","TOT","M3CAP","A","1991",326.224,
"SVK","WATERABST","TOT","M3CAP","A","1992",312.4394,
"SVK","WATERABST","TOT","M3CAP","A","1993",296.229,
"SVK","WATERABST","TOT","M3CAP","A","1994",262.1718,
"SVK","WATERABST","TOT","M3CAP","A","1995",257.8379,
"SVK","WATERABST","TOT","M3CAP","A","1996",254.6061,
"SVK","WATERABST","TOT","M3CAP","A","1997",242.9884,
"SVK","WATERABST","TOT","M3CAP","A","1998",227.0514,
"SVK","WATERABST","TOT","M3CAP","A","1999",215.3877,
"SVK","WATERABST","TOT","M3CAP","A","2000",216.9687,
"SVK","WATERABST","TOT","M3CAP","A","2001",210.8368,
"SVK","WATERABST","TOT","M3CAP","A","2002",202.6572,
"SVK","WATERABST","TOT","M3CAP","A","2003",192.7133,
"SVK","WATERABST","TOT","M3CAP","A","2005",167.9952,
"SVK","WATERABST","TOT","M3CAP","A","2006",141.3345,
"SVK","WATERABST","TOT","M3CAP","A","2007",127.4469,
"SVK","WATERABST","TOT","M3CAP","A","2008",122.989,
"SVK","WATERABST","TOT","M3CAP","A","2009",116.2808,
"SVK","WATERABST","TOT","M3CAP","A","2010",111.2079,
"SVK","WATERABST","TOT","M3CAP","A","2011",109.6149,
"SVK","WATERABST","TOT","M3CAP","A","2012",122.7601,
"SVK","WATERABST","TOT","M3CAP","A","2013",117.4165,
"SVK","WATERABST","TOT","M3CAP","A","2014",102.9075,
"SVK","WATERABST","TOT","M3CAP","A","2015",105.4893,
"SVK","WATERABST","TOT","M3CAP","A","2016",101.8879,
"ESP","WATERABST","TOT","MLN_M3","A","1970",24600,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1975",36080,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1980",39920,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1985",46250,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1989",45845,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1991",36900,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1993",30750,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1995",33288,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1997",34602.52002,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1998",36838.56934,"E"
"ESP","WATERABST","TOT","MLN_M3","A","1999",38280.89111,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2000",36525.30078,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2001",36107.5,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2002",35939.6001,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2003",36598.19922,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2004",36079.90088,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2005",38029,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2006",36328,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2007",35573,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2008",35373,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2009",36122,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2010",35224,"E"
"ESP","WATERABST","TOT","MLN_M3","A","2011",34993,
"ESP","WATERABST","TOT","MLN_M3","A","2012",34239,
"ESP","WATERABST","TOT","MLN_M3","A","2013",32279,
"ESP","WATERABST","TOT","MLN_M3","A","2014",32855,
"ESP","WATERABST","TOT","M3CAP","A","1970",727.4979,
"ESP","WATERABST","TOT","M3CAP","A","1975",1015.459,
"ESP","WATERABST","TOT","M3CAP","A","1980",1066.267,
"ESP","WATERABST","TOT","M3CAP","A","1985",1202.329,
"ESP","WATERABST","TOT","M3CAP","A","1989",1180.922,
"ESP","WATERABST","TOT","M3CAP","A","1991",947.5723,
"ESP","WATERABST","TOT","M3CAP","A","1993",781.3279,
"ESP","WATERABST","TOT","M3CAP","A","1995",838.0898,
"ESP","WATERABST","TOT","M3CAP","A","1997",863.9837,
"ESP","WATERABST","TOT","M3CAP","A","1998",916.0617,
"ESP","WATERABST","TOT","M3CAP","A","1999",948.2587,
"ESP","WATERABST","TOT","M3CAP","A","2000",900.6497,
"ESP","WATERABST","TOT","M3CAP","A","2001",885.7247,
"ESP","WATERABST","TOT","M3CAP","A","2002",867.6134,
"ESP","WATERABST","TOT","M3CAP","A","2003",867.3334,
"ESP","WATERABST","TOT","M3CAP","A","2004",841.8245,
"ESP","WATERABST","TOT","M3CAP","A","2005",870.9741,
"ESP","WATERABST","TOT","M3CAP","A","2006",818.9264,
"ESP","WATERABST","TOT","M3CAP","A","2007",786.387,
"ESP","WATERABST","TOT","M3CAP","A","2008",769.2597,
"ESP","WATERABST","TOT","M3CAP","A","2009",779.0362,
"ESP","WATERABST","TOT","M3CAP","A","2010",764.7789,
"ESP","WATERABST","TOT","M3CAP","A","2011",774.7731,
"ESP","WATERABST","TOT","M3CAP","A","2012",798.629,
"ESP","WATERABST","TOT","M3CAP","A","2013",694.2262,
"ESP","WATERABST","TOT","M3CAP","A","2014",708.4275,
"SWE","WATERABST","TOT","MLN_M3","A","1970",4073,
"SWE","WATERABST","TOT","MLN_M3","A","1975",4135,
"SWE","WATERABST","TOT","MLN_M3","A","1976",4106,
"SWE","WATERABST","TOT","MLN_M3","A","1985",2970,
"SWE","WATERABST","TOT","MLN_M3","A","1989",2973,
"SWE","WATERABST","TOT","MLN_M3","A","1990",2968,
"SWE","WATERABST","TOT","MLN_M3","A","1991",2970,
"SWE","WATERABST","TOT","MLN_M3","A","1992",2973,
"SWE","WATERABST","TOT","MLN_M3","A","1993",2957,
"SWE","WATERABST","TOT","MLN_M3","A","1994",2961,
"SWE","WATERABST","TOT","MLN_M3","A","1995",2725,
"SWE","WATERABST","TOT","MLN_M3","A","1996",2725,
"SWE","WATERABST","TOT","MLN_M3","A","1997",2711,
"SWE","WATERABST","TOT","MLN_M3","A","1998",2711,
"SWE","WATERABST","TOT","MLN_M3","A","1999",2711,
"SWE","WATERABST","TOT","MLN_M3","A","2000",2688,
"SWE","WATERABST","TOT","MLN_M3","A","2001",2676,
"SWE","WATERABST","TOT","MLN_M3","A","2002",2676,
"SWE","WATERABST","TOT","MLN_M3","A","2003",2676,
"SWE","WATERABST","TOT","MLN_M3","A","2004",2676,
"SWE","WATERABST","TOT","MLN_M3","A","2005",2423,
"SWE","WATERABST","TOT","MLN_M3","A","2006",2423,
"SWE","WATERABST","TOT","MLN_M3","A","2007",2423,
"SWE","WATERABST","TOT","MLN_M3","A","2010",2690,
"SWE","WATERABST","TOT","M3CAP","A","1970",505.6539,
"SWE","WATERABST","TOT","M3CAP","A","1975",504.4319,
"SWE","WATERABST","TOT","M3CAP","A","1976",499.316,
"SWE","WATERABST","TOT","M3CAP","A","1985",355.3629,
"SWE","WATERABST","TOT","M3CAP","A","1989",349.1811,
"SWE","WATERABST","TOT","M3CAP","A","1990",346.4301,
"SWE","WATERABST","TOT","M3CAP","A","1991",344.3424,
"SWE","WATERABST","TOT","M3CAP","A","1992",342.2458,
"SWE","WATERABST","TOT","M3CAP","A","1993",338.0674,
"SWE","WATERABST","TOT","M3CAP","A","1994",336.5448,
"SWE","WATERABST","TOT","M3CAP","A","1995",308.3828,
"SWE","WATERABST","TOT","M3CAP","A","1996",307.5901,
"SWE","WATERABST","TOT","M3CAP","A","1997",305.6765,
"SWE","WATERABST","TOT","M3CAP","A","1998",305.6078,
"SWE","WATERABST","TOT","M3CAP","A","1999",305.5302,
"SWE","WATERABST","TOT","M3CAP","A","2000",302.6468,
"SWE","WATERABST","TOT","M3CAP","A","2001",300.7487,
"SWE","WATERABST","TOT","M3CAP","A","2002",299.9767,
"SWE","WATERABST","TOT","M3CAP","A","2003",298.9469,
"SWE","WATERABST","TOT","M3CAP","A","2004",297.6429,
"SWE","WATERABST","TOT","M3CAP","A","2005",268.0718,
"SWE","WATERABST","TOT","M3CAP","A","2006",266.3731,
"SWE","WATERABST","TOT","M3CAP","A","2007",264.426,
"SWE","WATERABST","TOT","M3CAP","A","2010",286.4698,
"CHE","WATERABST","TOT","MLN_M3","A","1985",2646,
"CHE","WATERABST","TOT","MLN_M3","A","1989",2670,
"CHE","WATERABST","TOT","MLN_M3","A","1991",2696,
"CHE","WATERABST","TOT","MLN_M3","A","1992",2695,
"CHE","WATERABST","TOT","MLN_M3","A","1993",2569,
"CHE","WATERABST","TOT","MLN_M3","A","1994",2595,
"CHE","WATERABST","TOT","MLN_M3","A","1996",2554.8999,
"CHE","WATERABST","TOT","MLN_M3","A","1997",2558.5,
"CHE","WATERABST","TOT","MLN_M3","A","1998",2565.80005,
"CHE","WATERABST","TOT","MLN_M3","A","1999",2560.19995,
"CHE","WATERABST","TOT","MLN_M3","A","2001",2539,
"CHE","WATERABST","TOT","MLN_M3","A","2002",2518,
"CHE","WATERABST","TOT","MLN_M3","A","2003",2588,
"CHE","WATERABST","TOT","MLN_M3","A","2004",2532,
"CHE","WATERABST","TOT","MLN_M3","A","2012",2004.8,"E"
"CHE","WATERABST","TOT","M3CAP","A","1980",409.6902,
"CHE","WATERABST","TOT","M3CAP","A","1985",409.8371,
"CHE","WATERABST","TOT","M3CAP","A","1989",403.3748,
"CHE","WATERABST","TOT","M3CAP","A","1990",397.0339,
"CHE","WATERABST","TOT","M3CAP","A","1991",399.9366,
"CHE","WATERABST","TOT","M3CAP","A","1992",395.4294,
"CHE","WATERABST","TOT","M3CAP","A","1993",372.7726,
"CHE","WATERABST","TOT","M3CAP","A","1994",372.7772,
"CHE","WATERABST","TOT","M3CAP","A","1995",365.0922,
"CHE","WATERABST","TOT","M3CAP","A","1996",361.8237,
"CHE","WATERABST","TOT","M3CAP","A","1997",360.7705,
"CHE","WATERABST","TOT","M3CAP","A","1998",360.612,
"CHE","WATERABST","TOT","M3CAP","A","1999",358.6486,
"CHE","WATERABST","TOT","M3CAP","A","2000",356.8918,
"CHE","WATERABST","TOT","M3CAP","A","2001",352.5074,
"CHE","WATERABST","TOT","M3CAP","A","2002",347.6021,
"CHE","WATERABST","TOT","M3CAP","A","2003",354.9147,
"CHE","WATERABST","TOT","M3CAP","A","2004",344.6189,
"CHE","WATERABST","TOT","M3CAP","A","2005",337.093,
"CHE","WATERABST","TOT","M3CAP","A","2006",296.1009,
"CHE","WATERABST","TOT","M3CAP","A","2012",249.6118,
"TUR","WATERABST","TOT","MLN_M3","A","1970",11760,
"TUR","WATERABST","TOT","MLN_M3","A","1975",16041,
"TUR","WATERABST","TOT","MLN_M3","A","1980",16200,
"TUR","WATERABST","TOT","MLN_M3","A","1985",19400,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1989",23750,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1990",28073,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1991",32200,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1992",32800,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1993",33500,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1995",33482,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1996",34078,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1997",35552,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1998",37490,"E"
"TUR","WATERABST","TOT","MLN_M3","A","1999",38900,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2000",43650,
"TUR","WATERABST","TOT","MLN_M3","A","2001",44450,
"TUR","WATERABST","TOT","MLN_M3","A","2002",40016.19922,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2003",40848.58984,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2004",44902.64063,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2005",44684,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2006",43718,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2007",39678,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2008",42008,"B"
"TUR","WATERABST","TOT","MLN_M3","A","2009",45130,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2010",46956,"E"
"TUR","WATERABST","TOT","MLN_M3","A","2012",50510,
"TUR","WATERABST","TOT","MLN_M3","A","2014",51970.94922,
"TUR","WATERABST","TOT","M3CAP","A","1970",337.1921,
"TUR","WATERABST","TOT","M3CAP","A","1975",408.4048,
"TUR","WATERABST","TOT","M3CAP","A","1980",368.3834,
"TUR","WATERABST","TOT","M3CAP","A","1985",394.8395,
"TUR","WATERABST","TOT","M3CAP","A","1989",448.1772,
"TUR","WATERABST","TOT","M3CAP","A","1990",520.6253,
"TUR","WATERABST","TOT","M3CAP","A","1991",587.157,
"TUR","WATERABST","TOT","M3CAP","A","1992",588.3527,
"TUR","WATERABST","TOT","M3CAP","A","1993",591.3115,
"TUR","WATERABST","TOT","M3CAP","A","1995",572.4752,
"TUR","WATERABST","TOT","M3CAP","A","1996",573.4797,
"TUR","WATERABST","TOT","M3CAP","A","1997",588.8774,
"TUR","WATERABST","TOT","M3CAP","A","1998",611.2873,
"TUR","WATERABST","TOT","M3CAP","A","1999",624.5251,
"TUR","WATERABST","TOT","M3CAP","A","2000",690.2264,
"TUR","WATERABST","TOT","M3CAP","A","2001",692.4596,
"TUR","WATERABST","TOT","M3CAP","A","2002",614.2819,
"TUR","WATERABST","TOT","M3CAP","A","2003",618.1144,
"TUR","WATERABST","TOT","M3CAP","A","2004",670.1101,
"TUR","WATERABST","TOT","M3CAP","A","2005",658.0524,
"TUR","WATERABST","TOT","M3CAP","A","2006",635.7742,
"TUR","WATERABST","TOT","M3CAP","A","2007",570.1085,
"TUR","WATERABST","TOT","M3CAP","A","2008",596.3654,
"TUR","WATERABST","TOT","M3CAP","A","2009",632.6116,
"TUR","WATERABST","TOT","M3CAP","A","2010",649.2189,
"TUR","WATERABST","TOT","M3CAP","A","2012",677.3513,
"TUR","WATERABST","TOT","M3CAP","A","2014",674.6791,
"USA","WATERABST","TOT","MLN_M3","A","1980",501484.5,"E"
"USA","WATERABST","TOT","MLN_M3","A","1985",464736.60156,
"USA","WATERABST","TOT","MLN_M3","A","1990",462249.89844,
"USA","WATERABST","TOT","MLN_M3","A","1995",466118.10156,"E"
"USA","WATERABST","TOT","MLN_M3","A","2000",482557.95313,
"USA","WATERABST","TOT","MLN_M3","A","2005",482972.39844,
"USA","WATERABST","TOT","MLN_M3","A","2010",489527.5592,
"USA","WATERABST","TOT","M3CAP","A","1980",2206.998,
"USA","WATERABST","TOT","M3CAP","A","1985",1953.3,
"USA","WATERABST","TOT","M3CAP","A","1990",1851.794,
"USA","WATERABST","TOT","M3CAP","A","1995",1750.492,
"USA","WATERABST","TOT","M3CAP","A","2000",1710.214,
"USA","WATERABST","TOT","M3CAP","A","2005",1634.333,
"USA","WATERABST","TOT","M3CAP","A","2010",1582.454,
"EST","WATERABST","TOT","MLN_M3","A","1990",3215,
"EST","WATERABST","TOT","MLN_M3","A","1995",1780,"B"
"EST","WATERABST","TOT","MLN_M3","A","2000",1470.96997,
"EST","WATERABST","TOT","MLN_M3","A","2001",1471.11996,
"EST","WATERABST","TOT","MLN_M3","A","2002",1413.16,
"EST","WATERABST","TOT","MLN_M3","A","2003",1703.70004,
"EST","WATERABST","TOT","MLN_M3","A","2004",1749.53003,"E"
"EST","WATERABST","TOT","MLN_M3","A","2005",1577.96005,"E"
"EST","WATERABST","TOT","MLN_M3","A","2006",1560.16,"E"
"EST","WATERABST","TOT","MLN_M3","A","2007",1834.25002,"E"
"EST","WATERABST","TOT","MLN_M3","A","2008",1605.31006,"E"
"EST","WATERABST","TOT","MLN_M3","A","2009",1388.01697,"E"
"EST","WATERABST","TOT","MLN_M3","A","2010",1842,
"EST","WATERABST","TOT","MLN_M3","A","2011",1873.87805,
"EST","WATERABST","TOT","MLN_M3","A","2012",1630.97107,
"EST","WATERABST","TOT","MLN_M3","A","2013",1747.811,
"EST","WATERABST","TOT","MLN_M3","A","2014",1724.05847,
"EST","WATERABST","TOT","MLN_M3","A","2015",1615.34265,
"EST","WATERABST","TOT","MLN_M3","A","2016",1756.2406,
"EST","WATERABST","TOT","M3CAP","A","1990",2053.996,
"EST","WATERABST","TOT","M3CAP","A","1995",1242.129,
"EST","WATERABST","TOT","M3CAP","A","2000",1051.36,
"EST","WATERABST","TOT","M3CAP","A","2001",1057.045,
"EST","WATERABST","TOT","M3CAP","A","2002",1022.006,
"EST","WATERABST","TOT","M3CAP","A","2003",1240.942,
"EST","WATERABST","TOT","M3CAP","A","2004",1283.056,
"EST","WATERABST","TOT","M3CAP","A","2005",1163.99,
"EST","WATERABST","TOT","M3CAP","A","2006",1156.276,
"EST","WATERABST","TOT","M3CAP","A","2007",1364.696,
"EST","WATERABST","TOT","M3CAP","A","2008",1198.25,
"EST","WATERABST","TOT","M3CAP","A","2009",1039.067,
"EST","WATERABST","TOT","M3CAP","A","2010",1382.777,
"EST","WATERABST","TOT","M3CAP","A","2011",1410.576,
"EST","WATERABST","TOT","M3CAP","A","2012",1230.983,
"EST","WATERABST","TOT","M3CAP","A","2013",1322.536,
"EST","WATERABST","TOT","M3CAP","A","2014",1307.731,
"EST","WATERABST","TOT","M3CAP","A","2015",1228.098,
"EST","WATERABST","TOT","M3CAP","A","2016",1338.147,
"ISR","WATERABST","TOT","MLN_M3","A","1990",1780,
